Endpoint,Family,Lab,Type,USD/image @1MP,Price basis,Max MP,Size options,Aspect ratios,Image input?,Mask/inpaint?,LoRA?,Style/ref?,Batch max,Strongest side,Weakest side,Strongest use-cases,Weakest use-cases
fal-ai/flux-pro/kontext/max/multi,FLUX Kontext,Black Forest Labs,i2i,0.08,$0.08 per image,,fixed,"21:9, 16:9, 4:3, 3:2, 1:1, 2:3, 3:4, 9:16, 9:21",Yes,No,No,No,4,In-context editing with plain-language instructions on FLUX quality; dev/pro/max tiers.,Single-image focus; complex multi-step edits drift; superseded by FLUX.2 edit modes.,"One-shot object swaps, restyles, text replacement in existing images.","Multi-image composition, identity-across-scenes work."
fal-ai/flux-pro/kontext/max/text-to-image,FLUX Kontext,Black Forest Labs,t2i,0.08,$0.08 per image,,fixed,"21:9, 16:9, 4:3, 3:2, 1:1, 2:3, 3:4, 9:16, 9:21",No,No,No,No,4,In-context editing with plain-language instructions on FLUX quality; dev/pro/max tiers.,Single-image focus; complex multi-step edits drift; superseded by FLUX.2 edit modes.,"One-shot object swaps, restyles, text replacement in existing images.","Multi-image composition, identity-across-scenes work."
fal-ai/flux-pro/kontext/multi,FLUX Kontext,Black Forest Labs,i2i,0.04,$0.04 per image,,fixed,"21:9, 16:9, 4:3, 3:2, 1:1, 2:3, 3:4, 9:16, 9:21",Yes,No,No,No,4,In-context editing with plain-language instructions on FLUX quality; dev/pro/max tiers.,Single-image focus; complex multi-step edits drift; superseded by FLUX.2 edit modes.,"One-shot object swaps, restyles, text replacement in existing images.","Multi-image composition, identity-across-scenes work."
fal-ai/flux-pro/kontext/text-to-image,FLUX Kontext,Black Forest Labs,t2i,0.04,$0.04 per image,,fixed,"21:9, 16:9, 4:3, 3:2, 1:1, 2:3, 3:4, 9:16, 9:21",No,No,No,No,4,In-context editing with plain-language instructions on FLUX quality; dev/pro/max tiers.,Single-image focus; complex multi-step edits drift; superseded by FLUX.2 edit modes.,"One-shot object swaps, restyles, text replacement in existing images.","Multi-image composition, identity-across-scenes work."
fal-ai/flux-krea-lora,FLUX Krea,Black Forest Labs,t2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,"Krea's aesthetic finetune of FLUX — opinionated, less 'AI-looking' output.",Narrower prompt range; the strong look is hard to steer away from.,"Fashion, lifestyle and design-forward social content.","Neutral/documentary styles, precise brand-color control."
fal-ai/flux-krea-lora/image-to-image,FLUX Krea,Black Forest Labs,i2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,4,"Krea's aesthetic finetune of FLUX — opinionated, less 'AI-looking' output.",Narrower prompt range; the strong look is hard to steer away from.,"Fashion, lifestyle and design-forward social content.","Neutral/documentary styles, precise brand-color control."
fal-ai/flux-krea-lora/inpainting,FLUX Krea,Black Forest Labs,i2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,Yes,No,4,"Krea's aesthetic finetune of FLUX — opinionated, less 'AI-looking' output.",Narrower prompt range; the strong look is hard to steer away from.,"Fashion, lifestyle and design-forward social content.","Neutral/documentary styles, precise brand-color control."
fal-ai/flux-krea-lora/stream,FLUX Krea,Black Forest Labs,t2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,"Krea's aesthetic finetune of FLUX — opinionated, less 'AI-looking' output.",Narrower prompt range; the strong look is hard to steer away from.,"Fashion, lifestyle and design-forward social content.","Neutral/documentary styles, precise brand-color control."
fal-ai/flux/krea,FLUX Krea,Black Forest Labs,t2i,0.025,$0.025/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"Krea's aesthetic finetune of FLUX — opinionated, less 'AI-looking' output.",Narrower prompt range; the strong look is hard to steer away from.,"Fashion, lifestyle and design-forward social content.","Neutral/documentary styles, precise brand-color control."
fal-ai/flux/krea/image-to-image,FLUX Krea,Black Forest Labs,i2i,0.025,$0.025/MP x 1MP,,fixed,fixed,Yes,No,No,No,4,"Krea's aesthetic finetune of FLUX — opinionated, less 'AI-looking' output.",Narrower prompt range; the strong look is hard to steer away from.,"Fashion, lifestyle and design-forward social content.","Neutral/documentary styles, precise brand-color control."
fal-ai/flux/krea/redux,FLUX Krea,Black Forest Labs,i2i,0.025,$0.025/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"Krea's aesthetic finetune of FLUX — opinionated, less 'AI-looking' output.",Narrower prompt range; the strong look is hard to steer away from.,"Fashion, lifestyle and design-forward social content.","Neutral/documentary styles, precise brand-color control."
fal-ai/flux-general,FLUX LoRA,Black Forest Labs,t2i,0.075,$0.075/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,10,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-general/differential-diffusion,FLUX LoRA,Black Forest Labs,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,10,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-general/image-to-image,FLUX LoRA,Black Forest Labs,i2i,0.075,$0.075/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,10,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-general/inpainting,FLUX LoRA,Black Forest Labs,i2i,0.075,$0.075/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,Yes,No,10,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-general/rf-inversion,FLUX LoRA,Black Forest Labs,i2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,10,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-lora,FLUX LoRA,Black Forest Labs,t2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-lora-canny,FLUX LoRA,Black Forest Labs,i2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,4,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-lora-depth,FLUX LoRA,Black Forest Labs,i2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,4,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-lora-fill,FLUX LoRA,Black Forest Labs,i2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,Yes,No,4,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-lora/image-to-image,FLUX LoRA,Black Forest Labs,i2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,4,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-lora/inpainting,FLUX LoRA,Black Forest Labs,t2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,Yes,Yes,No,4,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-lora/stream,FLUX LoRA,Black Forest Labs,t2i,0.035,$0.035/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,FLUX.1 with arbitrary community LoRAs — the largest style ecosystem anywhere.,Quality rides on the LoRA; stacking them degrades coherence.,"Brand-style pipelines, character consistency via trained LoRAs, stylized volume work.",Zero-setup one-offs — training or picking LoRAs is the workflow.
fal-ai/flux-pro/v1/erase,FLUX Pro,Black Forest Labs,i2i,0.03,$0.03 (parsed loosely),,fixed,fixed,Yes,Yes,No,No,1,The original FLUX quality tier; stable and battle-tested.,Two generations old now.,Legacy pipelines pinned to its look.,New projects.
fal-ai/flux-pro/v1/fill,FLUX Pro,Black Forest Labs,i2i,0.05,$0.05/MP x 1MP,,fixed,fixed,Yes,Yes,No,No,4,The original FLUX quality tier; stable and battle-tested.,Two generations old now.,Legacy pipelines pinned to its look.,New projects.
fal-ai/flux-pro/v1/fill-finetuned,FLUX Pro,Black Forest Labs,i2i,0.06,$0.06/MP x 1MP,,fixed,fixed,Yes,Yes,No,No,4,The original FLUX quality tier; stable and battle-tested.,Two generations old now.,Legacy pipelines pinned to its look.,New projects.
fal-ai/flux-pro/v1/vto,FLUX Pro,Black Forest Labs,i2i,0.0475,$0.0475 per 1024x1024 (from example),,fixed,fixed,No,No,No,No,1,The original FLUX quality tier; stable and battle-tested.,Two generations old now.,Legacy pipelines pinned to its look.,New projects.
fal-ai/flux-1/dev,FLUX.1,Black Forest Labs,t2i,0.025,$0.025/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"The workhorse open family (dev/schnell): huge ecosystem, predictable quality, cheap and fast.",Superseded by FLUX.2 on realism and text; weak hands/fine anatomy by 2026 standards.,"High-volume drafts, LoRA-based pipelines, self-hosted products already built on FLUX.1.","Frontier-quality client work, accurate long text."
fal-ai/flux-1/dev/image-to-image,FLUX.1,Black Forest Labs,i2i,0.025,$0.025/MP x 1MP,,fixed,fixed,Yes,No,No,No,4,"The workhorse open family (dev/schnell): huge ecosystem, predictable quality, cheap and fast.",Superseded by FLUX.2 on realism and text; weak hands/fine anatomy by 2026 standards.,"High-volume drafts, LoRA-based pipelines, self-hosted products already built on FLUX.1.","Frontier-quality client work, accurate long text."
fal-ai/flux-1/dev/redux,FLUX.1,Black Forest Labs,i2i,0.025,$0.025/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"The workhorse open family (dev/schnell): huge ecosystem, predictable quality, cheap and fast.",Superseded by FLUX.2 on realism and text; weak hands/fine anatomy by 2026 standards.,"High-volume drafts, LoRA-based pipelines, self-hosted products already built on FLUX.1.","Frontier-quality client work, accurate long text."
fal-ai/flux-1/krea,FLUX.1,Black Forest Labs,t2i,0.025,$0.025/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"The workhorse open family (dev/schnell): huge ecosystem, predictable quality, cheap and fast.",Superseded by FLUX.2 on realism and text; weak hands/fine anatomy by 2026 standards.,"High-volume drafts, LoRA-based pipelines, self-hosted products already built on FLUX.1.","Frontier-quality client work, accurate long text."
fal-ai/flux-1/krea/image-to-image,FLUX.1,Black Forest Labs,i2i,0.025,$0.025/MP x 1MP,,fixed,fixed,Yes,No,No,No,4,"The workhorse open family (dev/schnell): huge ecosystem, predictable quality, cheap and fast.",Superseded by FLUX.2 on realism and text; weak hands/fine anatomy by 2026 standards.,"High-volume drafts, LoRA-based pipelines, self-hosted products already built on FLUX.1.","Frontier-quality client work, accurate long text."
fal-ai/flux-1/krea/redux,FLUX.1,Black Forest Labs,i2i,0.025,$0.025/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"The workhorse open family (dev/schnell): huge ecosystem, predictable quality, cheap and fast.",Superseded by FLUX.2 on realism and text; weak hands/fine anatomy by 2026 standards.,"High-volume drafts, LoRA-based pipelines, self-hosted products already built on FLUX.1.","Frontier-quality client work, accurate long text."
fal-ai/flux-1/schnell,FLUX.1,Black Forest Labs,t2i,0.003,$0.003/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"The workhorse open family (dev/schnell): huge ecosystem, predictable quality, cheap and fast.",Superseded by FLUX.2 on realism and text; weak hands/fine anatomy by 2026 standards.,"High-volume drafts, LoRA-based pipelines, self-hosted products already built on FLUX.1.","Frontier-quality client work, accurate long text."
fal-ai/flux-1/schnell/redux,FLUX.1,Black Forest Labs,i2i,0.003,$0.003/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"The workhorse open family (dev/schnell): huge ecosystem, predictable quality, cheap and fast.",Superseded by FLUX.2 on realism and text; weak hands/fine anatomy by 2026 standards.,"High-volume drafts, LoRA-based pipelines, self-hosted products already built on FLUX.1.","Frontier-quality client work, accurate long text."
